Submission ID,Respondent ID,Submitted at,Which city do you live in?,Age,Gender,Year of Study,Income Range per month (LKR),Do you prefer online shopping or in-store shopping?,How many times per month do you shop online?,Social Media,Untitled short answer field,Shopping Platforms,Untitled short answer field,How often do you shop for clothes each month?,How much money do you typically spend on clothes/clothes per month (Rs/LKR)?,Are you satisfied with the current price ranges for clothes in stores?,Are you happy with Sri Lanka's current fashion styles?,What do you do when you want to discard your old clothes?,How many pieces of clothing do you discard each year?,Do you have once or never worn clothing items in your wardrobe? ,How many once or never worn clothing items do you have?,How many functions do you have to attend per year?,How often do you re-wear a party-wear?,How much do you usually spend or willing to pay on a party wear?,How frequently do you post your photos with new party wear on social media?,How frequently do you post your photos with the same party wear (mentioned in above) on social media?,"Would you like to consider, [wearing a borrowed clothing item (for special occasions, parties, etc.)?
]","Would you like to consider, [wearing a rented clothing item (for special occasions, parties, etc.)?
]","Would you like to consider, [buying a used (but in good condition) clothing item for an affordable price (for special occasions, parties, etc.)?
]","Would you like to consider, [Do you think that there is a potential for disease transmission when wearing second-hand or previously used clothes?]","Would you like to consider, [If an app allows you to buy, rent, and resell clothes, would you like to use it?
]",What are your main drawbacks when using a second-hand clothing app? (Select all that apply),What are your main drawbacks when using a second-hand clothing app? (Select all that apply) (Quality of Clothing),What are your main drawbacks when using a second-hand clothing app? (Select all that apply) (Scams (Trust Issues)),What are your main drawbacks when using a second-hand clothing app? (Select all that apply) (Price & Payment Methods),What are your main drawbacks when using a second-hand clothing app? (Select all that apply) (Delivery Charges),What are your main drawbacks when using a second-hand clothing app? (Select all that apply) (Self-Esteem),What are your main drawbacks when using a second-hand clothing app? (Select all that apply) (Other),Untitled short answer field,What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply),"What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Party wear (dresses, sarees, lehengas, suits))","What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Casual wear (office wear, outdoor wear))",What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Home wear),What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Sports wear),"What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Footwear (shoes, heels, sandals))",What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Accessories),What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Bags & Luggage),What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Books),"What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Electronic devices (phones, laptops, calculators etc.))",What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Household appliances),What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Not interested in any Second-Hand items),If you see a celebrity wearing a dress and you have the chance to buy/rent it at an affordable price would you be interested?,"If you could post a picture of yourself wearing clothes on the app and someone wants to buy or rent it, would you be interested in selling or renting it?",What would make a second-hand clothing app most appealing to you?,Untitled short answer field,Do you have any additional comments or suggestions for a second-hand clothing app?
BlvG41,J8aMQ7,2024-09-18 2:13:03,Kiribathgoda,22 - 25,Male,2nd year,10K - 50K,In-Store,Once or Twice,Instagram,,Daraz,,Once or Twice,"2,000 - 4,000",3,1,Donate,1 - 5,Yes,1 - 3,6 - 10,Thrice or More,"5,000 - 10,000",Rarely,Rarely,Yes,Yes,No,Yes,No,Quality of Clothing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Footwear (shoes, heels, sandals), Books, Household appliances, Electronic devices (phones, laptops, calculators etc.), Accessories",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,No,"Yes, I would sell",Functionality,,
1yjxQW,VoRav6,2024-09-18 4:53:48,Kandy ,22 - 25,Male,3rd year,10K - 50K,In-Store,Once or Twice,Instagram,,Other,,Once or Twice,"2,000 - 4,000",3,3,Recycle,6 - 10,Yes,1 - 3,1 - 5,Once or Twice,"Less than 2,500",Sometimes,Sometimes,Yes,No,No,Yes,No,Scams (Trust Issues),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Footwear (shoes, heels, sandals), Electronic devices (phones, laptops, calculators etc.)",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No,"Yes, I would sell",Opportunity for extra income,,
AGVxYo,x4XZZd,2024-09-18 18:33:02,Pilimathalawa,22 - 25,Male,4th year,Not Employed,In-Store,Never,Facebook,,"eBay, AliExpress, Daraz",,Never,"Below 2,000",3,4,Recycle,1 - 5,No,None,1 - 5,Thrice or More,"2,500 - 5,000",Never,Sometimes,Yes,Yes,Yes,Yes,Yes,"Quality of Clothing, Scams (Trust Issues)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Casual wear (office wear, outdoor wear), Home wear, Sports wear, Footwear (shoes, heels, sandals), Household appliances, Books",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Yes, I would rent","Yes, I would rent",Save money,,-
oabo9N,GX6eLj,2024-09-19 14:40:07,Kandy ,25+,Female,4th year,Not Employed,In-Store,Once or Twice,Instagram,,AliExpress,,Once or Twice,"2,000 - 4,000",3,2,Donate,1 - 5,Yes,1 - 3,1 - 5,Once or Twice,"2,500 - 5,000",Sometimes,Sometimes,Yes,No,No,Yes,Yes,"Scams (Trust Issues), Quality of Clothing, Price & Payment Methods",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,Books,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,Opportunity for extra income,,
bExGZ1,74yQ42,2024-09-22 7:43:04,Nawalapitiya,22 - 25,Male,1st year,Below 10K,In-Store,Never,Facebook,,"AliExpress, Daraz",,Never,"2,000 - 4,000",3,3,Discard,1 - 5,No,None,1 - 5,Once or Twice,"5,000 - 10,000",Rarely,Rarely,No,Yes,Yes,No,Yes,"Price & Payment Methods, Other",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,sizes,"Party wear (dresses, sarees, lehengas, suits), Accessories, Books",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,"Yes, I would sell",Opportunity for extra income,,
d4xVEd,9p7ALK,2024-09-22 7:43:13,Kurunagala,22 - 25,Female,1st year,Not Employed,Online,Thrice or More,WhatsApp,,"AliExpress, Daraz",,Once or Twice,"Below 2,000",3,3,Donate,1 - 5,Yes,1 - 3,1 - 5,Once or Twice,"2,500 - 5,000",Always,Sometimes,Yes,Yes,Yes,No,Yes,"Quality of Clothing, Scams (Trust Issues), Other",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Sizes and fit on,return methods","Party wear (dresses, sarees, lehengas, suits), Casual wear (office wear, outdoor wear), Accessories, Bags & Luggage, Books, Electronic devices (phones, laptops, calculators etc.), Household appliances",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Yes, I would buy",No,Functionality,,
Wk5dXN,74yQ42,2024-09-22 7:52:09,Mahiyangabaya,22 - 25,Male,1st year,Not Employed,In-Store,Once or Twice,"Facebook, WhatsApp, Telegram, TikTok",,"AliExpress, Daraz, eBay",,Once or Twice,"2,000 - 4,000",3,2,Discard,1 - 5,No,1 - 3,1 - 5,Once or Twice,"2,500 - 5,000",Sometimes,Sometimes,Yes,Yes,Yes,Yes,No,Quality of Clothing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Books, Electronic devices (phones, laptops, calculators etc.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Yes, I would buy","Yes, I would rent",Save money,,
AOLGVk,gY9oNO,2024-09-22 8:12:11,Gampaha,22 - 25,Male,1st year,Not Employed,In-Store,Thrice or More,Facebook,,Daraz,,Once or Twice,"Below 2,000",3,4,Donate,None,Yes,1 - 3,6 - 10,Once or Twice,"5,000 - 10,000",Sometimes,Sometimes,No,Yes,No,No,Yes,"Quality of Clothing, Scams (Trust Issues), Price & Payment Methods, Delivery Charges, Self-Esteem",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,"Books, Party wear (dresses, sarees, lehengas, suits)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Yes, I would buy",No,Sustainability of the service,,
vvy1QQ,gY9oNO,2024-09-22 8:12:13,Mathara,22 - 25,Female,1st year,Not Employed,In-Store,Once or Twice,"WhatsApp, TikTok",,Daraz,,Once or Twice,"2,000 - 4,000",3,3,Donate,1 - 5,Yes,1 - 3,1 - 5,Thrice or More,"5,000 - 10,000",Sometimes,Sometimes,No,No,Yes,Yes,Yes,"Delivery Charges, Price & Payment Methods, Scams (Trust Issues), Quality of Clothing",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Books",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Yes, I would rent","Yes, I would rent",Save money,,
1g7yZW,gY9oNO,2024-09-22 8:12:15,chillaw,22 - 25,Male,1st year,Not Employed,In-Store,Never,"Facebook, Instagram",,"AliExpress, Daraz, eBay",,Never,"Below 2,000",1,3,Donate,1 - 5,No,None,1 - 5,Thrice or More,"2,500 - 5,000",Always,Sometimes,Yes,Yes,Yes,Yes,Yes,"Quality of Clothing, Scams (Trust Issues)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Accessories, Bags & Luggage, Books, Electronic devices (phones, laptops, calculators etc.)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Yes, I would rent","Yes, I would sell",Opportunity for extra income,,
l9d1oW,gY9oNO,2024-09-22 8:12:18,mirigama,22 - 25,Male,1st year,Not Employed,In-Store,Once or Twice,Facebook,,"AliExpress, Daraz",,Once or Twice,"2,000 - 4,000",4,4,Recycle,None,Yes,1 - 3,1 - 5,Once or Twice,"5,000 - 10,000",Sometimes,Sometimes,No,Yes,No,No,Yes,"Self-Esteem, Delivery Charges, Price & Payment Methods, Scams (Trust Issues), Quality of Clothing",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Casual wear (office wear, outdoor wear), Footwear (shoes, heels, sandals), Accessories, Bags & Luggage, Electronic devices (phones, laptops, calculators etc.)",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Yes, I would buy",No,Sustainability of the service,,
4DxyWO,gY9oNO,2024-09-22 8:12:22,Kandy,22 - 25,Female,1st year,Below 10K,Online,Once or Twice,Telegram,,"AliExpress, Shein, eBay, Daraz",,Once or Twice,"Below 2,000",1,2,Recycle,10+,Yes,6+,1 - 5,Thrice or More,"Less than 2,500",Never,Sometimes,Yes,Yes,No,Yes,Yes,"Scams (Trust Issues), Other",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Never used,"Party wear (dresses, sarees, lehengas, suits), Footwear (shoes, heels, sandals), Accessories, Bags & Luggage, Books, Electronic devices (phones, laptops, calculators etc.)",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,No,Save money,,
VB5ARa,gY9oNO,2024-09-22 8:12:25,Mathara,22 - 25,Female,1st year,50K - 100K,In-Store,Once or Twice,Facebook,,Daraz,,Once or Twice,"2,000 - 4,000",3,3,Recycle,1 - 5,Yes,None,1 - 5,Once or Twice,"2,500 - 5,000",Rarely,Rarely,No,No,No,No,No,"Quality of Clothing, Delivery Charges",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Bags & Luggage, Books, Electronic devices (phones, laptops, calculators etc.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"Yes, I would buy","Yes, I would sell",Opportunity for extra income,,
l9d92V,gY9oNO,2024-09-22 8:24:56,Bandarawela,22 - 25,Female,1st year,Not Employed,In-Store,Never,Instagram,,"AliExpress, Daraz",,Once or Twice,"4,000 - 6,000",1,3,Donate,10+,Yes,6+,10+,Once or Twice,"5,000 - 10,000",Sometimes,Never,Yes,Yes,No,Yes,Yes,"Quality of Clothing, Scams (Trust Issues)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Casual wear (office wear, outdoor wear), Home wear, Sports wear, Footwear (shoes, heels, sandals), Accessories, Bags & Luggage, Books, Electronic devices (phones, laptops, calculators etc.), Household appliances",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Yes, I would buy","Yes, I would sell",Opportunity for extra income,,
VB5B7N,gY9oNO,2024-09-22 8:24:58,Negambo,22 - 25,Male,1st year,Not Employed,In-Store,Never,Instagram,,Other,KOKO,Once or Twice,"4,000 - 6,000",1,3,Donate,6 - 10,Yes,1 - 3,10+,Thrice or More,"5,000 - 10,000",Sometimes,Rarely,Yes,No,No,Yes,Yes,"Quality of Clothing, Scams (Trust Issues)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Sports wear, Footwear (shoes, heels, sandals), Bags & Luggage, Books, Electronic devices (phones, laptops, calculators etc.), Household appliances",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"Yes, I would buy",No,Opportunity for extra income,,
2gNgdg,gY9oNO,2024-09-22 8:25:00,Polonnaruwa,22 - 25,Male,1st year,Not Employed,Online,Once or Twice,"Facebook, TikTok, Instagram, WhatsApp, Telegram",,"AliExpress, Daraz, eBay",,Once or Twice,"2,000 - 4,000",2,3,Donate,1 - 5,No,1 - 3,1 - 5,Thrice or More,"5,000 - 10,000",Always,Rarely,Yes,Yes,Yes,No,Yes,Quality of Clothing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Yes, I would buy","Yes, I would sell",Functionality,,
PW5WQx,gY9oNO,2024-09-22 8:25:03,Kandy,22 - 25,Male,1st year,Not Employed,In-Store,Never,"Facebook, Instagram, WhatsApp, Telegram",,"AliExpress, Daraz",,Never,"Below 2,000",1,3,Donate,1 - 5,No,1 - 3,1 - 5,Thrice or More,"2,500 - 5,000",Always,Sometimes,Yes,Yes,Yes,Yes,Yes,"Scams (Trust Issues), Delivery Charges",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Sports wear, Footwear (shoes, heels, sandals), Accessories, Bags & Luggage, Electronic devices (phones, laptops, calculators etc.)",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Yes, I would rent","Yes, I would sell",Opportunity for extra income,,
R651Dl,gY9oNO,2024-09-22 8:31:26,Kandy,22 - 25,Female,1st year,Not Employed,In-Store,Once or Twice,"Facebook, Instagram",,"AliExpress, Shein, Daraz",,Once or Twice,"2,000 - 4,000",3,3,Recycle,1 - 5,Yes,4-6,6 - 10,Thrice or More,"2,500 - 5,000",Sometimes,Rarely,No,No,No,Yes,Yes,"Self-Esteem, Delivery Charges, Price & Payment Methods, Scams (Trust Issues), Quality of Clothing",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Casual wear (office wear, outdoor wear), Books, Household appliances",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Yes, I would rent","Yes, I would rent",Opportunity for extra income,,
VB5Xza,gY9oNO,2024-09-22 8:31:27,Kurunagala,25+,Female,1st year,Not Employed,In-Store,Never,"Facebook, Instagram",,"Shein, Daraz",,Once or Twice,"2,000 - 4,000",3,5,Discard,1 - 5,Yes,1 - 3,1 - 5,Once or Twice,"10,000+",Sometimes,Sometimes,Yes,No,Yes,Yes,Yes,Quality of Clothing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Yes, I would buy","Yes, I would sell",Opportunity for extra income,,
2gNzKp,gY9oNO,2024-09-22 8:31:28,Rabukkana,22 - 25,Male,1st year,Not Employed,In-Store,Never,Facebook,,"AliExpress, Shein",,Once or Twice,"2,000 - 4,000",1,3,Donate,1 - 5,Yes,1 - 3,1 - 5,Thrice or More,"2,500 - 5,000",Sometimes,Rarely,Yes,No,No,Yes,Yes,"Scams (Trust Issues), Price & Payment Methods, Self-Esteem, Quality of Clothing",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,"Household appliances, Electronic devices (phones, laptops, calculators etc.), Books, Bags & Luggage, Accessories, Footwear (shoes, heels, sandals), Sports wear, Home wear, Casual wear (office wear, outdoor wear), Party wear (dresses, sarees, lehengas, suits)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Yes, I would buy",No,Opportunity for extra income,,
Oe5K7p,gY9oNO,2024-09-22 8:31:30,Homagama,22 - 25,Male,1st year,Below 10K,In-Store,Once or Twice,"Facebook, Instagram",,AliExpress,,Once or Twice,"2,000 - 4,000",1,3,Donate,1 - 5,No,None,1 - 5,Once or Twice,"5,000 - 10,000",Sometimes,Rarely,Yes,No,No,Yes,Yes,Scams (Trust Issues),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Not interested in any Second-Hand items,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Yes, I would buy","Yes, I would sell",Save money,,
d4xXOD,gY9oNO,2024-09-22 8:41:07,Katunayaka,22 - 25,Male,1st year,Not Employed,In-Store,Once or Twice,"Facebook, Instagram, WhatsApp",,"AliExpress, Daraz",,Once or Twice,"2,000 - 4,000",3,3,Donate,1 - 5,Yes,1 - 3,1 - 5,Once or Twice,"5,000 - 10,000",Sometimes,Rarely,Yes,No,No,Yes,Yes,Quality of Clothing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Books",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Yes, I would buy","Yes, I would sell",Opportunity for extra income,,
l9dXxV,gY9oNO,2024-09-22 8:41:08,padukka,22 - 25,Male,1st year,Below 10K,In-Store,Once or Twice,Instagram,,AliExpress,,Never,"Below 2,000",3,3,Discard,6 - 10,No,1 - 3,1 - 5,Once or Twice,"5,000 - 10,000",Sometimes,Rarely,Yes,No,Yes,Yes,No,"Quality of Clothing, Scams (Trust Issues), Self-Esteem",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Sports wear, Electronic devices (phones, laptops, calculators etc.), Books",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Yes, I would rent",No,Functionality,,
4DxRMd,gY9oNO,2024-09-22 8:41:10,kandy,22 - 25,Male,1st year,50K - 100K,Online,Once or Twice,Instagram,,"AliExpress, Daraz",,Once or Twice,"6,000 - 8,000",3,3,Donate,1 - 5,No,None,10+,Thrice or More,"5,000 - 10,000",Never,Never,Yes,Yes,No,Yes,No,"Quality of Clothing, Other",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Not knowing who bore it befor,"Party wear (dresses, sarees, lehengas, suits), Sports wear, Footwear (shoes, heels, sandals), Books, Electronic devices (phones, laptops, calculators etc.)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,No,"Yes, I would sell",Functionality,,Knowing who wore  it before or how it got there helps
l9dXpV,gY9oNO,2024-09-22 8:41:17,Kandy,22 - 25,Male,1st year,Below 10K,Online,Thrice or More,WhatsApp,,"AliExpress, Daraz",,Once or Twice,"Below 2,000",3,4,Donate,10+,Yes,1 - 3,1 - 5,Once or Twice,"5,000 - 10,000",Never,Never,Yes,No,No,Yes,No,"Quality of Clothing, Scams (Trust Issues), Self-Esteem",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,"Electronic devices (phones, laptops, calculators etc.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Yes, I would buy",No,Opportunity for extra income,,
p6BNv1,gY9oNO,2024-09-22 8:48:45,Mathara,18 -21,Female,1st year,Not Employed,In-Store,Never,"Facebook, Instagram",,"AliExpress, Daraz",,Once or Twice,"Below 2,000",3,3,Recycle,6 - 10,Yes,1 - 3,1 - 5,Thrice or More,"2,500 - 5,000",Sometimes,Sometimes,Yes,Yes,Yes,Yes,Yes,"Quality of Clothing, Scams (Trust Issues), Price & Payment Methods, Delivery Charges",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Books, Electronic devices (phones, laptops, calculators etc.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Yes, I would buy","Yes, I would sell",Opportunity for extra income,,
LqWjky,gY9oNO,2024-09-22 8:48:44,Badulla,22 - 25,Female,1st year,Not Employed,In-Store,Once or Twice,"Facebook, WhatsApp",,"AliExpress, Daraz",,Once or Twice,"2,000 - 4,000",1,1,Discard,1 - 5,Yes,1 - 3,1 - 5,Once or Twice,"5,000 - 10,000",Rarely,Never,Yes,Yes,No,Yes,Yes,Quality of Clothing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Home wear, Bags & Luggage, Books",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,No,No,Opportunity for extra income,,
2gNdZM,gY9oNO,2024-09-22 9:04:10,kandy,22 - 25,Female,1st year,Not Employed,Online,Once or Twice,Instagram,,"AliExpress, Shein",,Once or Twice,"6,000 - 8,000",3,3,Donate,1 - 5,Yes,1 - 3,6 - 10,Once or Twice,"5,000 - 10,000",Sometimes,Rarely,No,No,No,No,Yes,Price & Payment Methods,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,Books,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Yes, I would buy","Yes, I would rent",Sustainability of the service,,
q7AQe5,gY9oNO,2024-09-22 9:04:12,Kurunagaka,22 - 25,Female,1st year,Not Employed,In-Store,Once or Twice,Instagram,,AliExpress,,Once or Twice,"Below 2,000",3,2,Discard,1 - 5,Yes,1 - 3,1 - 5,Thrice or More,"2,500 - 5,000",Sometimes,Rarely,Yes,Yes,Yes,Yes,Yes,"Quality of Clothing, Scams (Trust Issues), Self-Esteem",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Footwear (shoes, heels, sandals), Books, Bags & Luggage",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Yes, I would buy","Yes, I would sell",Save money,,
aPYJo2,gY9oNO,2024-09-22 9:04:12,Kurunagala,18 -21,Female,1st year,Not Employed,In-Store,Once or Twice,Instagram,,"AliExpress, Daraz, Shein",,Once or Twice,"2,000 - 4,000",3,3,Discard,1 - 5,Yes,6+,1 - 5,Thrice or More,"5,000 - 10,000",Sometimes,Never,Yes,No,No,No,Yes,"Quality of Clothing, Scams (Trust Issues)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Footwear (shoes, heels, sandals), Bags & Luggage",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,No,No,Opportunity for extra income,,
gx4r8D,Rv08yd,2024-09-23 14:38:10,Colombo,22 - 25,Male,2nd year,10K - 50K,In-Store,Once or Twice,Instagram,,Daraz,,Once or Twice,"Below 2,000",2,2,Donate,None,Yes,4-6,6 - 10,Once or Twice,"2,500 - 5,000",Sometimes,Never,Yes,Yes,No,Yes,Yes,"Quality of Clothing, Scams (Trust Issues)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Footwear (shoes, heels, sandals), Electronic devices (phones, laptops, calculators etc.), Accessories",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Yes, I would buy","Yes, I would rent",Save money,,Pay attention to the health issues 
gx48dN,ZvNDZ5,2024-09-23 15:09:07,Kiribathgoda,25+,Male,2nd year,Below 10K,Online,Once or Twice,"Facebook, Instagram, TikTok",,Other,,Never,"2,000 - 4,000",4,5,Donate,1 - 5,Yes,1 - 3,1 - 5,Thrice or More,"2,500 - 5,000",Sometimes,Sometimes,No,Yes,No,Yes,Yes,"Quality of Clothing, Scams (Trust Issues), Price & Payment Methods, Delivery Charges",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,"Footwear (shoes, heels, sandals), Electronic devices (phones, laptops, calculators etc.), Accessories",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,No,No,Sustainability of the service,,
jqx8A9,Pv6kM0,2024-09-23 15:13:29,Mirigama,22 - 25,Male,2nd year,Not Employed,In-Store,Never,Facebook,,"Daraz, AliExpress",,Never,"Below 2,000",3,1,Discard,1 - 5,Yes,None,1 - 5,Once or Twice,"5,000 - 10,000",Never,Never,No,No,Yes,No,Yes,"Quality of Clothing, Scams (Trust Issues)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Footwear (shoes, heels, sandals), Household appliances",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Yes, I would buy","Yes, I would sell",Save money,,
vv2858,Pv6kMP,2024-09-23 15:13:32,Balangoda ,22 - 25,Male,2nd year,Not Employed,In-Store,Once or Twice,Facebook,,AliExpress,,Once or Twice,"2,000 - 4,000",3,4,Donate,1 - 5,Yes,4-6,1 - 5,Thrice or More,"2,500 - 5,000",Rarely,Never,Yes,No,Yes,No,Yes,Quality of Clothing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Electronic devices (phones, laptops, calculators etc.), Books",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,No,No,Functionality,,
rbE8No,6rBJYN,2024-09-23 15:14:36,Nattandiya,22 - 25,Male,2nd year,Not Employed,Online,Once or Twice,Instagram,,eBay,,Once or Twice,"6,000 - 8,000",4,3,Donate,1 - 5,Yes,1 - 3,1 - 5,Once or Twice,"5,000 - 10,000",Sometimes,Rarely,No,No,No,Yes,Yes,"Quality of Clothing, Scams (Trust Issues), Delivery Charges",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Electronic devices (phones, laptops, calculators etc.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No,No,Sustainability of the service,,
